feature,feature_type,unique_values,uniqueness_ratio_percent,cardinality_level,q5_review,q5_reason
apache_3j_bodysystem,categorical,11,0.01199393760971727,moderate_cardinality,REVIEW_FOR_ENCODING,Categorical feature has moderate cardinality; encoding method should be selected before modeling.
apache_2_bodysystem,categorical,10,0.010903579645197519,low_cardinality,STANDARD_CATEGORICAL,Categorical feature has relatively low cardinality.
icu_type,categorical,8,0.008722863716158014,low_cardinality,STANDARD_CATEGORICAL,Categorical feature has relatively low cardinality.
ethnicity,categorical,6,0.006542147787118511,low_cardinality,STANDARD_CATEGORICAL,Categorical feature has relatively low cardinality.
gcs_motor_apache,numeric,6,0.006542147787118511,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
gcs_verbal_apache,numeric,5,0.005451789822598759,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
icu_admit_source,categorical,5,0.005451789822598759,low_cardinality,STANDARD_CATEGORICAL,Categorical feature has relatively low cardinality.
gcs_eyes_apache,numeric,4,0.004361431858079007,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
icu_stay_type,categorical,3,0.0032710738935592554,low_cardinality,STANDARD_CATEGORICAL,Categorical feature has relatively low cardinality.
hospital_death,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,TARGET,Target variable; cardinality treatment is not applicable.
cirrhosis,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
ventilated_apache,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
gcs_unable_apache,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
intubated_apache,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
gender,categorical,2,0.0021807159290395035,low_cardinality,STANDARD_CATEGORICAL,Categorical feature has relatively low cardinality.
apache_post_operative,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
arf_apache,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
elective_surgery,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
leukemia,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
aids,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
diabetes_mellitus,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
hepatic_failure,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
solid_tumor_with_metastasis,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
immunosuppression,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
lymphoma,numeric,2,0.0021807159290395035,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
readmission_status,numeric,1,0.0010903579645197517,numeric_cardinality_not_flagged,NO_CARDINALITY_CONCERN,High uniqueness in a numeric feature is not treated as a cardinality problem by itself.
