feature,feature_data_type,statistical_analysis_applicable,missing_percent,mean,median,relative_difference_percent,relative_difference_category,skewness,skewness_category,statistical_candidate,statistical_reason,baseline_action,baseline_reason
hematocrit_apache,continuous_numeric,True,21.67413561872363,32.98873947240203,33.2,0.6363268903553366,very_small,-0.0007926945536439966,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
bun_apache,continuous_numeric,True,21.00247511257946,25.825330361209645,19.0,35.92279137478761,significant,2.129075167866592,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
creatinine_apache,continuous_numeric,True,20.55651870509088,1.4800135053527312,0.98,51.021786260482784,very_large,3.546544016743916,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
sodium_apache,continuous_numeric,True,20.280658140067384,137.96637260131578,138.0,0.02436768020595454,very_small,-0.2928185361050245,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_hco3_max,continuous_numeric,True,16.43278488327718,24.366500091333734,24.0,1.527083713890557,very_small,0.24972471452638534,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_hco3_min,continuous_numeric,True,16.43278488327718,23.170486156415546,23.0,0.7412441583284598,very_small,-0.2648643589997304,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_platelets_max,continuous_numeric,True,14.658772475003543,207.1056740216433,196.0,5.666160215124131,small,1.0445771406901074,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_platelets_min,continuous_numeric,True,14.658772475003543,196.7697792229363,187.0,5.224480867880378,small,0.9420020922332938,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_wbc_max,continuous_numeric,True,14.364375824583211,12.476301709978483,11.0,13.420924636168023,noticeable,1.7276204199998486,strongly_skewed,MEDIAN CANDIDATE,Distribution is strongly skewed and mean and median differ meaningfully.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_wbc_min,continuous_numeric,True,14.364375824583211,11.313535542851323,10.1,12.015203394567557,noticeable,1.7041184913563674,strongly_skewed,MEDIAN CANDIDATE,Distribution is strongly skewed and mean and median differ meaningfully.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_calcium_max,continuous_numeric,True,14.249888238308635,8.378880779207568,8.4,0.25141929514800004,very_small,-0.029334049232977014,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_calcium_min,continuous_numeric,True,14.249888238308635,8.179575047047454,8.2,0.24908479210421391,very_small,-0.41781502919229635,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_hemaglobin_max,continuous_numeric,True,13.244578195021425,11.448195209008874,11.4,0.42276499130591205,very_small,0.15279363085365522,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_hemaglobin_min,continuous_numeric,True,13.244578195021425,10.887875474448887,10.9,0.11123417936801618,very_small,-0.00792622767957669,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_hematocrit_max,continuous_numeric,True,12.707031718513187,34.531970171998154,34.5,0.09266716521203992,very_small,0.11075660366261376,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_hematocrit_min,continuous_numeric,True,12.707031718513187,32.951813037884556,33.2,0.7475510907091787,very_small,-0.07469945799790215,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
glucose_apache,continuous_numeric,True,12.033190496439982,160.3268217707649,133.0,20.546482534409698,significant,1.8422394805114006,strongly_skewed,MEDIAN CANDIDATE,Distribution is strongly skewed and mean and median differ meaningfully.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_bun_max,continuous_numeric,True,11.464023638960672,25.685745021490412,19.0,35.188131692054796,significant,2.133405958707151,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_bun_min,continuous_numeric,True,11.464023638960672,23.767468564883806,18.0,32.04149202713226,significant,2.083697021493381,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_sodium_max,continuous_numeric,True,11.11619944827887,139.12410142545204,139.0,0.08928160104463266,very_small,0.054774204227875295,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_sodium_min,continuous_numeric,True,11.11619944827887,137.72214357565198,138.0,0.20134523503479432,very_small,-0.7508673055018381,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_creatinine_max,continuous_numeric,True,11.087850141201356,1.4886499435887375,1.0,48.864994358873744,significant,3.597628752721957,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_creatinine_min,continuous_numeric,True,11.087850141201356,1.366947375649956,0.95,43.88919743683747,significant,3.616992886120413,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_potassium_max,continuous_numeric,True,10.451081089921821,4.251594462302746,4.2,1.2284395786368096,very_small,1.0486621000149274,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_potassium_min,continuous_numeric,True,10.451081089921821,3.9346583382037794,3.9,0.8886753385584488,very_small,0.27181691601183805,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
h1_mbp_noninvasive_max,continuous_numeric,True,9.904811749697426,91.59412554914134,90.0,1.7712506101570429,very_small,0.6294313840072427,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_mbp_noninvasive_min,continuous_numeric,True,9.904811749697426,79.70931513149137,79.0,0.8978672550523614,very_small,0.296302836802101,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
apache_4a_hospital_death_prob,continuous_numeric,True,8.665074744038467,0.08678688250602871,0.05,73.57376501205742,very_large,-1.4840473343799634,strongly_skewed,MEDIAN CANDIDATE,Distribution is strongly skewed and mean and median differ meaningfully.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
apache_4a_icu_death_prob,continuous_numeric,True,8.665074744038467,0.0439548265406012,0.02,119.77413270300599,very_large,-2.028835621857509,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
h1_diasbp_noninvasive_max,continuous_numeric,True,8.014131039220176,75.80593388096678,74.0,2.440451190495644,very_small,0.6837496880899995,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_diasbp_noninvasive_min,continuous_numeric,True,8.014131039220176,63.270616265424415,62.0,2.0493810732651863,very_small,0.2816477382773259,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
h1_sysbp_noninvasive_max,continuous_numeric,True,8.004317817539498,133.05468638884938,130.0,2.349758760653366,very_small,0.5513907976770676,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_sysbp_noninvasive_min,continuous_numeric,True,8.004317817539498,116.54962546816479,115.0,1.3475004070998184,very_small,0.28461302175999204,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_glucose_max,continuous_numeric,True,6.331708699966199,174.63802295532327,150.0,16.425348636882177,noticeable,2.0576270134750536,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_glucose_min,continuous_numeric,True,6.331708699966199,114.38093963169045,107.0,6.89807442214061,small,1.3817086272879808,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_mbp_max,continuous_numeric,True,5.058170597407129,91.61294990467879,90.0,1.792166560754206,very_small,0.6739953056135447,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_mbp_min,continuous_numeric,True,5.058170597407129,79.4000275627627,78.0,1.7949071317470537,very_small,0.315949987066099,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
h1_resprate_max,continuous_numeric,True,4.750689651412559,22.63361417647328,21.0,7.779115126063238,small,1.5260155307553676,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_resprate_min,continuous_numeric,True,4.750689651412559,17.211525252987773,16.0,7.572032831173581,small,1.8806495966931212,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
age,continuous_numeric,True,4.610033473989511,62.309515917014345,65.0,4.139206281516393,very_small,-0.6244742018411362,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_spo2_max,continuous_numeric,True,4.563148081515162,98.04463714468513,99.0,0.9650129851665394,very_small,-10.808824170077035,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
h1_spo2_min,continuous_numeric,True,4.563148081515162,95.17430993510648,96.0,0.8600938175974182,very_small,-6.769661706670806,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
temp_apache,continuous_numeric,True,4.47919051824714,36.414472461617486,36.5,0.23432202296579308,very_small,-0.9662992866831844,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_diasbp_max,continuous_numeric,True,3.946005473596982,75.35450768497287,74.0,1.8304157905038823,very_small,0.6922107437200131,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_diasbp_min,continuous_numeric,True,3.946005473596982,62.838150157786,62.0,1.3518550932032314,very_small,0.30036342093131413,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
h1_sysbp_max,continuous_numeric,True,3.937282609880824,133.24739506481123,131.0,1.7155687517642972,very_small,0.5493598105966481,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_sysbp_min,continuous_numeric,True,3.937282609880824,116.36229597511975,115.0,1.1846051957563042,very_small,0.2935973991696296,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
bmi,continuous_numeric,True,3.738837460338229,29.18581766857505,27.65465458,5.536728307871899,small,1.4408329750701059,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_heartrate_max,continuous_numeric,True,3.0420987210101074,92.22919829515423,90.0,2.4768869946158154,very_small,0.5611341864467997,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
h1_heartrate_min,continuous_numeric,True,3.0420987210101074,83.6637202973359,82.0,2.028927191873048,very_small,0.39055239373544876,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
weight,continuous_numeric,True,2.965773663493725,84.02833953232276,80.3,4.643013116217639,very_small,1.0690697791620545,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_temp_max,continuous_numeric,True,2.5339919095439036,37.28420064303214,37.11,0.46941698472687654,very_small,0.8526404659782869,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_temp_min,continuous_numeric,True,2.5339919095439036,36.26839055056483,36.4,0.36156442152518514,very_small,-2.853370780037881,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
gcs_eyes_apache,continuous_numeric,True,2.072770490552048,3.4650492139135083,4.0,13.373769652162293,noticeable,-1.6843884799116704,strongly_skewed,MEDIAN CANDIDATE,Distribution is strongly skewed and mean and median differ meaningfully.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
gcs_motor_apache,continuous_numeric,True,2.072770490552048,5.471195385917249,6.0,8.813410234712515,small,-2.7123756368455556,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
gcs_verbal_apache,continuous_numeric,True,2.072770490552048,3.9947779806707344,5.0,20.104440386585313,significant,-1.2035033380664226,strongly_skewed,MEDIAN CANDIDATE,Distribution is strongly skewed and mean and median differ meaningfully.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
apache_2_diagnosis,continuous_numeric,True,1.8121749370318276,185.40173901455842,122.0,51.968638536523294,very_large,0.5074104559285578,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_mbp_noninvasive_max,continuous_numeric,True,1.612639429524713,104.59045370924485,102.0,2.5396604992596616,very_small,0.7485151393169822,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_mbp_noninvasive_min,continuous_numeric,True,1.612639429524713,64.94154088259414,64.0,1.4711576290533435,very_small,0.1989051223775426,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
height,continuous_numeric,True,1.454537524669349,169.64158786886335,170.1,0.269495667922775,very_small,-0.1014553419471262,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
resprate_apache,continuous_numeric,True,1.3455017282173738,25.811006973993965,28.0,7.817832235735837,small,0.25849416294592775,approximately_symmetric,FURTHER INVESTIGATION,Current distribution indicators do not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
apache_3j_diagnosis,continuous_numeric,True,1.2004841189362467,558.2163765284952,409.02,36.47654797528121,significant,1.0133973662248108,strongly_skewed,MEDIAN CANDIDATE,Distribution is strongly skewed and mean and median differ meaningfully.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_diasbp_noninvasive_max,continuous_numeric,True,1.1339722831005419,88.610512500965,87.0,1.8511637942126447,very_small,0.8107350585200546,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_diasbp_noninvasive_min,continuous_numeric,True,1.1339722831005419,50.24259702447255,50.0,0.4851940489451039,very_small,0.0858823759361824,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_sysbp_noninvasive_max,continuous_numeric,True,1.119797629561785,148.23554903733762,146.0,1.5311979707791916,very_small,0.5042092525976452,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_sysbp_noninvasive_min,continuous_numeric,True,1.119797629561785,96.99331297002846,96.0,1.0347010104463075,very_small,0.2201214457135762,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
map_apache,continuous_numeric,True,1.0838158167326335,88.01587319084206,67.0,31.366974911704563,significant,0.6983194657562418,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
heart_rate_apache,continuous_numeric,True,0.957334292848342,99.70793196455111,104.0,4.1269884956239355,very_small,-0.2673001474964833,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_resprate_max,continuous_numeric,True,0.4197878163401045,28.882774176594253,26.0,11.087592986900976,noticeable,2.497452004291898,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_resprate_min,continuous_numeric,True,0.4197878163401045,12.846279344779257,13.0,1.1824665786211024,very_small,0.16525709172849007,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_spo2_max,continuous_numeric,True,0.36308920218507734,99.24183628802801,100.0,0.7581637119719886,very_small,-19.302724087494916,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_spo2_min,continuous_numeric,True,0.36308920218507734,90.4548260013132,92.0,1.6795369550943544,very_small,-4.77425077150704,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
d1_mbp_max,continuous_numeric,True,0.2398787521943454,104.65133944673363,102.0,2.5993523987584606,very_small,0.8007272628799076,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_mbp_min,continuous_numeric,True,0.2398787521943454,64.87185904932618,64.0,1.3622797645721496,very_small,0.20856893332904217,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_diasbp_max,continuous_numeric,True,0.17990906414575905,88.49187311574256,86.0,2.8975268787704236,very_small,0.8142118882558035,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_diasbp_min,continuous_numeric,True,0.17990906414575905,50.16131428321755,50.0,0.32262856643509963,very_small,0.09382416914864551,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_sysbp_max,continuous_numeric,True,0.17336691635864054,148.33974485003387,146.0,1.6025649657766212,very_small,0.5062394289303529,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_sysbp_min,continuous_numeric,True,0.17336691635864054,96.92387006575355,96.0,0.9623646518266119,very_small,0.22187248980075647,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
d1_heartrate_max,continuous_numeric,True,0.15810190485536402,103.00056788397694,101.0,1.9807602811652887,very_small,0.5733788664464559,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
d1_heartrate_min,continuous_numeric,True,0.15810190485536402,70.32184824392802,69.0,1.9157220926492993,very_small,-0.11370930642086785,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
hospital_id,continuous_numeric,True,0.0,105.66926171862222,109.0,3.0557231939245653,very_small,-0.04568284481528574,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — NO IMPUTATION,Feature contains no missing values.
icu_id,continuous_numeric,True,0.0,508.3576919302607,504.0,0.8646214147342713,very_small,-0.16393995040574813,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — NO IMPUTATION,Feature contains no missing values.
pre_icu_los_days,continuous_numeric,True,0.0,0.835766050667986,0.138888889,501.75155599954877,very_large,10.988614557452854,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — NO IMPUTATION,Feature contains no missing values.
encounter_id,identifier,False,0.0,,,,not_applicable,,not_applicable,not_applicable,Identifier features are not evaluated using distribution-based imputation rules.,DROP FROM BASELINE,Feature is an identifier and should not be used as a model predictor.
patient_id,identifier,False,0.0,,,,not_applicable,,not_applicable,not_applicable,Identifier features are not evaluated using distribution-based imputation rules.,DROP FROM BASELINE,Feature is an identifier and should not be used as a model predictor.
hospital_death,target,False,0.0,,,,not_applicable,,not_applicable,not_applicable,Target column is excluded from feature analysis.,TARGET — NO FEATURE PREPROCESSING,Target column is not treated as a predictor.
